ID,Gene Symbol
200075_PM_s_at,GUK1
200076_PM_s_at,C19orf50
200077_PM_s_at,OAZ1
200078_PM_s_at,ATP6V0B
200079_PM_s_at,KARS
200080_PM_s_at,H3F3A /// LOC440926
200081_PM_s_at,RPS6
200082_PM_s_at,RPS7
200083_PM_at,USP22
200084_PM_at,C11orf58
200085_PM_s_at,TCEB2
200086_PM_s_at,COX4I1
200087_PM_s_at,TMED2
200088_PM_x_at,RPL12
200089_PM_s_at,RPL4
200090_PM_at,FNTA
200091_PM_s_at,RPS25
200092_PM_s_at,RPL37
200093_PM_s_at,HINT1
200094_PM_s_at,EEF2
200095_PM_x_at,RPS10
200096_PM_s_at,ATP6V0E1
200097_PM_s_at,HNRNPK
200098_PM_s_at,ANAPC5
200099_PM_s_at,RPS3A
200593_PM_s_at,HNRNPU
200594_PM_x_at,HNRNPU
200595_PM_s_at,EIF3A
200596_PM_s_at,EIF3A
200597_PM_at,EIF3A
200598_PM_s_at,HSP90B1
200599_PM_s_at,HSP90B1
200600_PM_at,MSN
200601_PM_at,ACTN4
200602_PM_at,APP
200603_PM_at,PRKAR1A
200604_PM_s_at,PRKAR1A
200605_PM_s_at,PRKAR1A
200606_PM_at,DSP
200607_PM_s_at,RAD21
200608_PM_s_at,RAD21
200609_PM_s_at,WDR1
200610_PM_s_at,NCL
200611_PM_s_at,WDR1
200612_PM_s_at,AP2B1
200613_PM_at,AP2M1
200614_PM_at,CLTC
200615_PM_s_at,AP2B1
200616_PM_s_at,MLEC
200617_PM_at,MLEC
200618_PM_at,LASP1
200619_PM_at,SF3B2
200620_PM_at,TMEM59
200621_PM_at,CSRP1
200622_PM_x_at,CALM3
200623_PM_s_at,CALM3
200624_PM_s_at,MATR3
200625_PM_s_at,CAP1
200626_PM_s_at,MATR3
200627_PM_at,PTGES3
200628_PM_s_at,WARS
200629_PM_at,WARS
200630_PM_x_at,SET
200631_PM_s_at,SET
200632_PM_s_at,NDRG1
200633_PM_at,UBB
200634_PM_at,PFN1
200635_PM_s_at,PTPRF
200636_PM_s_at,PTPRF
200637_PM_s_at,PTPRF
200638_PM_s_at,YWHAZ
200639_PM_s_at,YWHAZ
200640_PM_at,YWHAZ
200641_PM_s_at,YWHAZ
200642_PM_at,SOD1
200643_PM_at,HDLBP
200644_PM_at,MARCKSL1
200645_PM_at,GABARAP
200646_PM_s_at,NUCB1
200647_PM_x_at,EIF3C /// EIF3CL
200648_PM_s_at,GLUL
200649_PM_at,NUCB1
200650_PM_s_at,LDHA
200651_PM_at,GNB2L1
200652_PM_at,SSR2
200653_PM_s_at,CALM1
200654_PM_at,P4HB
200655_PM_s_at,CALM1
200656_PM_s_at,P4HB
200657_PM_at,SLC25A5
200658_PM_s_at,PHB
200659_PM_s_at,PHB
200660_PM_at,S100A11
200661_PM_at,CTSA
200662_PM_s_at,TOMM20
200663_PM_at,CD63
200664_PM_s_at,DNAJB1
200665_PM_s_at,SPARC
200666_PM_s_at,DNAJB1
200667_PM_at,UBE2D3
200668_PM_s_at,UBE2D3
200669_PM_s_at,UBE2D3
200670_PM_at,XBP1
200671_PM_s_at,SPTBN1
200672_PM_x_at,SPTBN1
200673_PM_at,LAPTM4A
200674_PM_s_at,RPL32
200675_PM_at,CD81
200676_PM_s_at,UBE2L3
200677_PM_at,PTTG1IP
200678_PM_x_at,GRN
200679_PM_x_at,HMGB1
200680_PM_x_at,HMGB1
200681_PM_at,GLO1
200682_PM_s_at,UBE2L3
200683_PM_s_at,UBE2L3
200684_PM_s_at,UBE2L3
200685_PM_at,SFRS11
200686_PM_s_at,SFRS11
200687_PM_s_at,SF3B3
200688_PM_at,SF3B3
200689_PM_x_at,EEF1G /// TUT1
200690_PM_at,HSPA9
200691_PM_s_at,HSPA9
200692_PM_s_at,HSPA9
200693_PM_at,YWHAQ
200694_PM_s_at,DDX24
200695_PM_at,PPP2R1A
200696_PM_s_at,GSN
200697_PM_at,HK1
200698_PM_at,KDELR2
200699_PM_at,KDELR2
200700_PM_s_at,KDELR2
200701_PM_at,NPC2
200702_PM_s_at,DDX24
200703_PM_at,DYNLL1
200704_PM_at,LITAF
200705_PM_s_at,EEF1B2
200706_PM_s_at,LITAF
200707_PM_at,PRKCSH
200708_PM_at,GOT2
200709_PM_at,FKBP1A
200710_PM_at,ACADVL
200711_PM_s_at,SKP1
200712_PM_s_at,MAPRE1
200713_PM_s_at,MAPRE1
200714_PM_x_at,OS9
200715_PM_x_at,RPL13A
200716_PM_x_at,LOC100287887 /// RPL13A /// RPL13AP20 /// RPL13AP3 /// RPL13AP5 /// RPL13AP6
200717_PM_x_at,RPL7
200718_PM_s_at,SKP1
200719_PM_at,SKP1
200720_PM_s_at,ACTR1A
200721_PM_s_at,ACTR1A
200722_PM_s_at,CAPRIN1
200723_PM_s_at,CAPRIN1
200724_PM_at,RPL10
200725_PM_x_at,RPL10
200726_PM_at,PPP1CC
200727_PM_s_at,ACTR2
200728_PM_at,ACTR2
200729_PM_s_at,ACTR2
200730_PM_s_at,PTP4A1
200731_PM_s_at,PTP4A1
200732_PM_s_at,PTP4A1
200733_PM_s_at,PTP4A1
200734_PM_s_at,ARF3
200735_PM_x_at,NACA
200736_PM_s_at,GPX1
200737_PM_at,PGK1
200738_PM_s_at,PGK1
200739_PM_s_at,SUMO3
200740_PM_s_at,SUMO3
200741_PM_s_at,RPS27
200742_PM_s_at,TPP1
200743_PM_s_at,TPP1
200744_PM_s_at,GNB1
200745_PM_s_at,GNB1
200746_PM_s_at,GNB1
200747_PM_s_at,NUMA1
200748_PM_s_at,FTH1
200749_PM_at,
200750_PM_s_at,RAN
200751_PM_s_at,HNRNPC
200752_PM_s_at,CAPN1
200753_PM_x_at,SFRS2
200754_PM_x_at,SFRS2
200755_PM_s_at,CALU
200756_PM_x_at,CALU
200757_PM_s_at,CALU
200758_PM_s_at,NFE2L1
200759_PM_x_at,NFE2L1
200760_PM_s_at,ARL6IP5
200761_PM_s_at,ARL6IP5
200762_PM_at,DPYSL2
200763_PM_s_at,RPLP1
200764_PM_s_at,CTNNA1
200765_PM_x_at,CTNNA1
200766_PM_at,CTSD
200767_PM_s_at,FAM120A
200768_PM_s_at,MAT2A
200769_PM_s_at,MAT2A
200770_PM_s_at,LAMC1
200771_PM_at,LAMC1
200772_PM_x_at,PTMA
200773_PM_x_at,PTMA
200774_PM_at,FAM120A
200775_PM_s_at,HNRNPK
200776_PM_s_at,BZW1 /// BZW1L1
200777_PM_s_at,BZW1
200778_PM_s_at,Sep-02
200779_PM_at,ATF4
200780_PM_x_at,GNAS
200781_PM_s_at,RPS15A
200782_PM_at,ANXA5
200783_PM_s_at,STMN1
200784_PM_s_at,LRP1
200785_PM_s_at,LRP1
200786_PM_at,PSMB7
200787_PM_s_at,PEA15
200788_PM_s_at,PEA15
200789_PM_at,ECH1
200790_PM_at,ODC1
200791_PM_s_at,IQGAP1
200792_PM_at,XRCC6
200793_PM_s_at,ACO2
200794_PM_x_at,DAZAP2
200795_PM_at,SPARCL1
200796_PM_s_at,MCL1
200797_PM_s_at,MCL1
200798_PM_x_at,MCL1
200799_PM_at,HSPA1A
200800_PM_s_at,HSPA1A /// HSPA1B
200801_PM_x_at,ACTB
200802_PM_at,SARS
200803_PM_s_at,TMBIM6
200804_PM_at,TMBIM6
200805_PM_at,LMAN2
200806_PM_s_at,HSPD1
200807_PM_s_at,HSPD1
200808_PM_s_at,ZYX
200809_PM_x_at,RPL12
200810_PM_s_at,CIRBP
200811_PM_at,CIRBP
200812_PM_at,CCT7
200813_PM_s_at,PAFAH1B1
200814_PM_at,PSME1
200815_PM_s_at,PAFAH1B1
200816_PM_s_at,PAFAH1B1
200817_PM_x_at,RPS10
200818_PM_at,ATP5O
200819_PM_s_at,RPS15
200820_PM_at,PSMD8
200821_PM_at,LAMP2
200822_PM_x_at,TPI1
200823_PM_x_at,RPL29
200824_PM_at,GSTP1
200825_PM_s_at,HYOU1
200826_PM_at,SNRPD2
200827_PM_at,PLOD1
200828_PM_s_at,ZNF207
200829_PM_x_at,ZNF207
200830_PM_at,PSMD2
200831_PM_s_at,SCD
200832_PM_s_at,SCD
200833_PM_s_at,RAP1B
200834_PM_s_at,LOC100291837 /// RPS21
200835_PM_s_at,MAP4
200836_PM_s_at,MAP4
200837_PM_at,BCAP31
200838_PM_at,CTSB
200839_PM_s_at,CTSB
200840_PM_at,KARS
200841_PM_s_at,EPRS
200842_PM_s_at,EPRS
200843_PM_s_at,EPRS
200844_PM_s_at,PRDX6
200845_PM_s_at,PRDX6
200846_PM_s_at,PPP1CA
200847_PM_s_at,TMEM66
200848_PM_at,AHCYL1
200849_PM_s_at,AHCYL1
200850_PM_s_at,AHCYL1
200851_PM_s_at,KIAA0174
200852_PM_x_at,GNB2
200853_PM_at,H2AFZ
200854_PM_at,NCOR1
200855_PM_at,C20orf191 /// LOC100131704 /// NCOR1
200856_PM_x_at,C20orf191 /// LOC100131704 /// NCOR1
200857_PM_s_at,NCOR1
200858_PM_s_at,RPS8
200859_PM_x_at,FLNA
200860_PM_s_at,CNOT1
200861_PM_at,CNOT1
200862_PM_at,DHCR24
200863_PM_s_at,RAB11A
200864_PM_s_at,RAB11A
200865_PM_at,EIF3F
200866_PM_s_at,PSAP
200867_PM_at,RNF114
200868_PM_s_at,RNF114
200869_PM_at,RPL18A /// RPL18AP3
200870_PM_at,STRAP
200871_PM_s_at,PSAP
200872_PM_at,S100A10
200873_PM_s_at,CCT8
200874_PM_s_at,NOP56
200875_PM_s_at,NOP56
200876_PM_s_at,PSMB1
200877_PM_at,CCT4
200878_PM_at,EPAS1
200879_PM_s_at,EPAS1
200880_PM_at,DNAJA1
200881_PM_s_at,DNAJA1
200882_PM_s_at,PSMD4
200883_PM_at,UQCRC2
200884_PM_at,CKB
200885_PM_at,RHOC
200886_PM_s_at,PGAM1
200887_PM_s_at,STAT1
200888_PM_s_at,RPL23 /// SNORA21
200889_PM_s_at,SSR1
200890_PM_s_at,SSR1
200891_PM_s_at,SSR1
200892_PM_s_at,TRA2B
200893_PM_at,TRA2B
200894_PM_s_at,FKBP4
200895_PM_s_at,FKBP4
200896_PM_x_at,HDGF
200897_PM_s_at,PALLD
200898_PM_s_at,MGEA5
200899_PM_s_at,MGEA5
200900_PM_s_at,M6PR
200901_PM_s_at,M6PR
200902_PM_at,Sep-15
200903_PM_s_at,AHCY
200904_PM_at,HLA-E
200905_PM_x_at,HLA-E
200906_PM_s_at,PALLD
200907_PM_s_at,PALLD
200908_PM_s_at,RPLP2
200909_PM_s_at,RPLP2
200910_PM_at,CCT3
200911_PM_s_at,TACC1
200912_PM_s_at,EIF4A2
200913_PM_at,PPM1G
200914_PM_x_at,KTN1
200915_PM_x_at,KTN1
200916_PM_at,TAGLN2
200917_PM_s_at,SRPR
200918_PM_s_at,SRPR
200919_PM_at,PHC2
200920_PM_s_at,BTG1
200921_PM_s_at,BTG1
200922_PM_at,KDELR1
200923_PM_at,LGALS3BP
200924_PM_s_at,SLC3A2
200925_PM_at,COX6A1
200926_PM_at,RPS23
200927_PM_s_at,RAB14
200928_PM_s_at,RAB14
200929_PM_at,TMED10 /// TMED10P1
200930_PM_s_at,VCL
200931_PM_s_at,VCL
200932_PM_s_at,DCTN2
200933_PM_x_at,RPS4X
200934_PM_at,DEK
200935_PM_at,CALR
200936_PM_at,RPL8
200937_PM_s_at,RPL5
200938_PM_s_at,RERE
200939_PM_s_at,RERE
200940_PM_s_at,RERE
200941_PM_at,HSBP1
200942_PM_s_at,HSBP1
200943_PM_at,HMGN1
200944_PM_s_at,HMGN1
200945_PM_s_at,SEC31A
200946_PM_x_at,GLUD1
200947_PM_s_at,GLUD1
200948_PM_at,MLF2
200949_PM_x_at,RPS20
200950_PM_at,ARPC1A
200951_PM_s_at,CCND2
200952_PM_s_at,CCND2
200953_PM_s_at,CCND2
200954_PM_at,ATP6V0C
200955_PM_at,IMMT
200956_PM_s_at,SSRP1
200957_PM_s_at,SSRP1
200958_PM_s_at,SDCBP
200959_PM_at,FUS
200960_PM_x_at,CLTA
200961_PM_at,SEPHS2
200962_PM_at,RPL31
200963_PM_x_at,RPL31 /// RPL31P11
200964_PM_at,UBA1
200965_PM_s_at,ABLIM1
200966_PM_x_at,ALDOA
200967_PM_at,PPIB
200968_PM_s_at,PPIB
200969_PM_at,SERP1
200970_PM_s_at,SERP1
200971_PM_s_at,SERP1
200972_PM_at,TSPAN3
200973_PM_s_at,TSPAN3
200974_PM_at,ACTA2
200975_PM_at,PPT1
200976_PM_s_at,TAX1BP1
200977_PM_s_at,TAX1BP1
200978_PM_at,MDH1
200979_PM_at,PDHA1
200980_PM_s_at,PDHA1
200981_PM_x_at,GNAS
200982_PM_s_at,ANXA6
200983_PM_x_at,CD59
200984_PM_s_at,CD59
200985_PM_s_at,CD59
200986_PM_at,SERPING1
200987_PM_x_at,PSME3
200988_PM_s_at,PSME3
200989_PM_at,HIF1A
200990_PM_at,TRIM28
200991_PM_s_at,SNX17
200992_PM_at,IPO7
200993_PM_at,IPO7
200994_PM_at,IPO7
200995_PM_at,IPO7
200996_PM_at,ACTR3
200997_PM_at,RBM4
200998_PM_s_at,CKAP4
200999_PM_s_at,CKAP4
201000_PM_at,AARS
201001_PM_s_at,TMEM189-UBE2V1 /// UBE2V1
201002_PM_s_at,TMEM189 /// TMEM189-UBE2V1 /// UBE2V1
201003_PM_x_at,RNPEP /// TMEM189 /// TMEM189-UBE2V1 /// UBE2V1
201004_PM_at,SSR4
201005_PM_at,CD9
201006_PM_at,PRDX2
201007_PM_at,HADHB
201008_PM_s_at,TXNIP
201009_PM_s_at,TXNIP
201010_PM_s_at,TXNIP
201011_PM_at,RPN1
201012_PM_at,ANXA1
201013_PM_s_at,PAICS
201014_PM_s_at,PAICS
201015_PM_s_at,JUP
201016_PM_at,EIF1AX
201017_PM_at,EIF1AX
201018_PM_at,EIF1AX
201019_PM_s_at,EIF1AX /// EIF1AXP1
201020_PM_at,YWHAH
201021_PM_s_at,DSTN
201022_PM_s_at,DSTN
201023_PM_at,TAF7
201024_PM_x_at,EIF5B
201025_PM_at,EIF5B
201026_PM_at,EIF5B
201027_PM_s_at,EIF5B
201028_PM_s_at,CD99
201029_PM_s_at,CD99
201030_PM_x_at,LDHB
201031_PM_s_at,HNRNPH1
201032_PM_at,BLCAP
201033_PM_x_at,RPLP0
201034_PM_at,ADD3
201035_PM_s_at,HADH
201036_PM_s_at,HADH
201037_PM_at,PFKP
201038_PM_s_at,ANP32A
201039_PM_s_at,RAD23A
201040_PM_at,GNAI2
201041_PM_s_at,DUSP1
201042_PM_at,TGM2
201043_PM_s_at,ANP32A
201044_PM_x_at,DUSP1
201045_PM_s_at,RAB6A
201046_PM_s_at,RAD23A
201047_PM_x_at,RAB6A
201048_PM_x_at,RAB6A
201049_PM_s_at,RPS18
201050_PM_at,PLD3
201051_PM_at,ANP32A
201052_PM_s_at,PSMF1
201053_PM_s_at,PSMF1
201054_PM_at,HNRNPA0
201055_PM_s_at,HNRNPA0
201056_PM_at,GOLGB1
201057_PM_s_at,GOLGB1
201058_PM_s_at,MYL9
201059_PM_at,CTTN
201060_PM_x_at,STOM
201061_PM_s_at,STOM
201062_PM_at,STOM
201063_PM_at,RCN1
201064_PM_s_at,PABPC4
201065_PM_s_at,GTF2I /// GTF2IP1 /// LOC100093631
201066_PM_at,CYC1
201067_PM_at,PSMC2
201068_PM_s_at,PSMC2
201069_PM_at,MMP2
201070_PM_x_at,SF3B1
201071_PM_x_at,SF3B1
201072_PM_s_at,SMARCC1
201073_PM_s_at,SMARCC1
201074_PM_at,SMARCC1
201075_PM_s_at,SMARCC1
201076_PM_at,NHP2L1
201077_PM_s_at,NHP2L1
201078_PM_at,TM9SF2
201079_PM_at,SYNGR2
201080_PM_at,PIP4K2B
201081_PM_s_at,PIP4K2B
201082_PM_s_at,DCTN1
201083_PM_s_at,BCLAF1
201084_PM_s_at,BCLAF1
201085_PM_s_at,SON
201086_PM_x_at,SON
201087_PM_at,PXN
201088_PM_at,KPNA2
201089_PM_at,ATP6V1B2
201090_PM_x_at,TUBA1B
201091_PM_s_at,CBX3
201092_PM_at,RBBP7
201093_PM_x_at,SDHA
201094_PM_at,RPS29
201095_PM_at,DAP
201096_PM_s_at,ARF4
201097_PM_s_at,ARF4
201098_PM_at,COPB2
201099_PM_at,USP9X
201100_PM_s_at,USP9X
201101_PM_s_at,BCLAF1
201102_PM_s_at,PFKL
201103_PM_x_at,NBPF10 /// NBPF15 /// NBPF16
201104_PM_x_at,LOC200030 /// NBPF11 /// NBPF15 /// NBPF16 /// NBPF8
201105_PM_at,LGALS1
201106_PM_at,GPX4
201107_PM_s_at,THBS1
201108_PM_s_at,THBS1
201109_PM_s_at,THBS1
201110_PM_s_at,THBS1
201111_PM_at,CSE1L
201112_PM_s_at,CSE1L
201113_PM_at,TUFM
201114_PM_x_at,PSMA7
201115_PM_at,POLD2
201116_PM_s_at,CPE
201117_PM_s_at,CPE
201118_PM_at,PGD
201119_PM_s_at,COX8A
201120_PM_s_at,PGRMC1
201121_PM_s_at,PGRMC1
201122_PM_x_at,EIF5A
201123_PM_s_at,EIF5A
201124_PM_at,ITGB5
201125_PM_s_at,ITGB5
201126_PM_s_at,MGAT1
201127_PM_s_at,ACLY
201128_PM_s_at,ACLY
201129_PM_at,SFRS7
201130_PM_s_at,CDH1
201131_PM_s_at,CDH1
201132_PM_at,HNRNPH2
201133_PM_s_at,PJA2
201134_PM_x_at,COX7C
201135_PM_at,ECHS1
201136_PM_at,PLP2
201137_PM_s_at,HLA-DPB1
201138_PM_s_at,SSB
201139_PM_s_at,SSB
201140_PM_s_at,RAB5C
201141_PM_at,GPNMB
201142_PM_at,EIF2S1
201143_PM_s_at,EIF2S1
201144_PM_s_at,EIF2S1
201145_PM_at,HAX1
201146_PM_at,NFE2L2
201147_PM_s_at,TIMP3
201148_PM_s_at,TIMP3
201149_PM_s_at,TIMP3
201150_PM_s_at,TIMP3
201151_PM_s_at,MBNL1
201152_PM_s_at,MBNL1
201153_PM_s_at,MBNL1
201154_PM_x_at,RPL4
201155_PM_s_at,MFN2
201156_PM_s_at,RAB5C
201157_PM_s_at,NMT1
201158_PM_at,NMT1
201159_PM_s_at,NMT1
201160_PM_s_at,CSDA
201161_PM_s_at,CSDA
201162_PM_at,IGFBP7
201163_PM_s_at,IGFBP7
201164_PM_s_at,PUM1
201165_PM_s_at,PUM1
201166_PM_s_at,PUM1
201167_PM_x_at,ARHGDIA
201168_PM_x_at,ARHGDIA
201169_PM_s_at,BHLHE40
201170_PM_s_at,BHLHE40
201171_PM_at,ATP6V0E1
201172_PM_x_at,ATP6V0E1
201173_PM_x_at,NUDC
201174_PM_s_at,TERF2IP
201175_PM_at,TMX2
201176_PM_s_at,ARCN1
201177_PM_s_at,UBA2
201178_PM_at,FBXO7
201179_PM_s_at,GNAI3
201180_PM_s_at,GNAI3
201181_PM_at,GNAI3
201182_PM_s_at,CHD4
201183_PM_s_at,CHD4
201184_PM_s_at,CHD4
201185_PM_at,HTRA1
201186_PM_at,LRPAP1
201187_PM_s_at,ITPR3
201188_PM_s_at,ITPR3
201189_PM_s_at,ITPR3
201190_PM_s_at,PITPNA
201191_PM_at,PITPNA
201192_PM_s_at,PITPNA
201193_PM_at,IDH1
201194_PM_at,SEPW1
201195_PM_s_at,SLC7A5
201196_PM_s_at,AMD1
201197_PM_at,AMD1
201198_PM_s_at,PSMD1
201199_PM_s_at,PSMD1
201200_PM_at,CREG1
201201_PM_at,CSTB
201202_PM_at,PCNA
201203_PM_s_at,RRBP1
201204_PM_s_at,RRBP1
201205_PM_at,LOC100287025
201206_PM_s_at,RRBP1
201207_PM_at,TNFAIP1
201208_PM_s_at,TNFAIP1
201209_PM_at,HDAC1
201210_PM_at,DDX3X
201211_PM_s_at,DDX3X
201212_PM_at,LGMN
201213_PM_at,PPP1R7
201214_PM_s_at,PPP1R7
201215_PM_at,PLS3
201216_PM_at,ERP29
201217_PM_x_at,RPL3
201218_PM_at,CTBP2
201219_PM_at,CTBP2
201220_PM_x_at,CTBP2
201221_PM_s_at,SNRNP70
201222_PM_s_at,RAD23B
201223_PM_s_at,RAD23B
201224_PM_s_at,SRRM1
201225_PM_s_at,SRRM1
201226_PM_at,NDUFB8 /// SEC31B
201227_PM_s_at,NDUFB8
201228_PM_s_at,ARIH2
201229_PM_s_at,ARIH2
201230_PM_s_at,ARIH2
201231_PM_s_at,ENO1
201232_PM_s_at,PSMD13
201233_PM_at,PSMD13
201234_PM_at,ILK
201235_PM_s_at,BTG2
201236_PM_s_at,BTG2
201237_PM_at,CAPZA2
201238_PM_s_at,CAPZA2
201239_PM_s_at,LOC653566 /// SPCS2
201240_PM_s_at,LOC653566 /// SPCS2
201241_PM_at,DDX1
201242_PM_s_at,ATP1B1
201243_PM_s_at,ATP1B1
201244_PM_s_at,RAF1
201245_PM_s_at,OTUB1
201246_PM_s_at,OTUB1
201247_PM_at,SREBF2
201248_PM_s_at,SREBF2
201249_PM_at,SLC2A1
201250_PM_s_at,SLC2A1
201251_PM_at,PKM2
201252_PM_at,PSMC4
201253_PM_s_at,CDIPT
201254_PM_x_at,RPS6
201255_PM_x_at,BAT3
201256_PM_at,COX7A2L
201257_PM_x_at,RPS3A
201258_PM_at,RPS16
201259_PM_s_at,SYPL1
201260_PM_s_at,SYPL1
201261_PM_x_at,BGN
201262_PM_s_at,BGN
201263_PM_at,TARS
201264_PM_at,COPE
201265_PM_at,
201266_PM_at,TXNRD1
201267_PM_s_at,PSMC3
201268_PM_at,NME1-NME2 /// NME2
201269_PM_s_at,NUDCD3
201270_PM_x_at,NUDCD3
201271_PM_s_at,RALY
201272_PM_at,AKR1B1
201273_PM_s_at,SRP9
201274_PM_at,PSMA5
201275_PM_at,FDPS
201276_PM_at,RAB5B
201277_PM_s_at,HNRNPAB
201278_PM_at,DAB2
201279_PM_s_at,DAB2
201280_PM_s_at,DAB2
201281_PM_at,ADRM1
201282_PM_at,OGDH
201283_PM_s_at,TRAK1
201284_PM_s_at,APEH
201285_PM_at,MKRN1
201286_PM_at,SDC1
201287_PM_s_at,SDC1
201288_PM_at,ARHGDIB
201289_PM_at,CYR61
201290_PM_at,SEC11A
201291_PM_s_at,TOP2A
201292_PM_at,TOP2A
201293_PM_x_at,PPIA
201294_PM_s_at,WSB1
201295_PM_s_at,WSB1
201296_PM_s_at,WSB1
201297_PM_s_at,MOBKL1B
201298_PM_s_at,MOBKL1B
201299_PM_s_at,MOBKL1B
201300_PM_s_at,PRNP
201301_PM_s_at,ANXA4
201302_PM_at,ANXA4
201303_PM_at,EIF4A3
201304_PM_at,NDUFA5
201305_PM_x_at,ANP32B
201306_PM_s_at,ANP32B
201307_PM_at,Sep-11
201308_PM_s_at,Sep-11
201309_PM_x_at,C5orf13
201310_PM_s_at,C5orf13
201311_PM_s_at,SH3BGRL
201312_PM_s_at,SH3BGRL
201313_PM_at,ENO2
201314_PM_at,STK25
201315_PM_x_at,IFITM2
201316_PM_at,PSMA2
201317_PM_s_at,PSMA2
201318_PM_s_at,MYL12A /// MYL12B
201319_PM_at,MYL12A
201320_PM_at,SMARCC2
201321_PM_s_at,SMARCC2
201322_PM_at,ATP5B
201323_PM_at,EBNA1BP2
201324_PM_at,EMP1
201325_PM_s_at,EMP1
201326_PM_at,CCT6A
201327_PM_s_at,CCT6A
201328_PM_at,ETS2
201329_PM_s_at,ETS2
201330_PM_at,RARS
201331_PM_s_at,STAT6
201332_PM_s_at,STAT6
201333_PM_s_at,ARHGEF12
201334_PM_s_at,ARHGEF12
201335_PM_s_at,ARHGEF12
201336_PM_at,VAMP3
201337_PM_s_at,VAMP3
201338_PM_x_at,GTF3A
201339_PM_s_at,SCP2
201340_PM_s_at,ENC1
201341_PM_at,ENC1
201342_PM_at,SNRPC
201343_PM_at,UBE2D2
201344_PM_at,UBE2D2
201345_PM_s_at,UBE2D2
201346_PM_at,ADIPOR2
201347_PM_x_at,GRHPR
201348_PM_at,GPX3
201349_PM_at,SLC9A3R1
201350_PM_at,FLOT2
201351_PM_s_at,YME1L1
201352_PM_at,YME1L1
201353_PM_s_at,BAZ2A
201354_PM_s_at,BAZ2A
201355_PM_s_at,BAZ2A
201356_PM_at,SF3A1
201357_PM_s_at,SF3A1
201358_PM_s_at,COPB1
201359_PM_at,COPB1
201360_PM_at,CST3
201361_PM_at,TMEM109
201362_PM_at,IVNS1ABP
201363_PM_s_at,IVNS1ABP
201364_PM_s_at,OAZ2
201365_PM_at,OAZ2
201366_PM_at,ANXA7
201367_PM_s_at,ZFP36L2
201368_PM_at,ZFP36L2
201369_PM_s_at,ZFP36L2
201370_PM_s_at,CUL3
201371_PM_s_at,CUL3
201372_PM_s_at,CUL3
201373_PM_at,PLEC
201374_PM_x_at,PPP2CB
201375_PM_s_at,PPP2CB
201376_PM_s_at,HNRNPF
201377_PM_at,UBAP2L
201378_PM_s_at,UBAP2L
201379_PM_s_at,TPD52L2
201380_PM_at,CRTAP
201381_PM_x_at,CACYBP
201382_PM_at,CACYBP
201383_PM_s_at,NBR1
201384_PM_s_at,NBR1
201385_PM_at,DHX15
201386_PM_s_at,DHX15
201387_PM_s_at,UCHL1
201388_PM_at,PSMD3
201389_PM_at,ITGA5
201390_PM_s_at,CSNK2B
201391_PM_at,TRAP1
201392_PM_s_at,IGF2R
201393_PM_s_at,IGF2R
201394_PM_s_at,RBM5
201395_PM_at,RBM5
201396_PM_s_at,SGTA
201397_PM_at,PHGDH
201398_PM_s_at,TRAM1
201399_PM_s_at,TRAM1
201400_PM_at,PSMB3
201401_PM_s_at,ADRBK1
201402_PM_at,ADRBK1
201403_PM_s_at,MGST3
201404_PM_x_at,PSMB2
201405_PM_s_at,COPS6
201406_PM_at,RPL36A
201407_PM_s_at,PPP1CB
201408_PM_at,PPP1CB
201409_PM_s_at,PPP1CB
201410_PM_at,PLEKHB2
201411_PM_s_at,PLEKHB2
201412_PM_at,LRP10
201413_PM_at,HSD17B4
201414_PM_s_at,NAP1L4
201415_PM_at,GSS
201416_PM_at,SOX4
201417_PM_at,SOX4
201418_PM_s_at,SOX4
201419_PM_at,BAP1
201420_PM_s_at,WDR77
201421_PM_s_at,WDR77
201422_PM_at,IFI30
201423_PM_s_at,CUL4A
201424_PM_s_at,CUL4A
201425_PM_at,ALDH2
201426_PM_s_at,VIM
201427_PM_s_at,SEPP1
201428_PM_at,CLDN4
201429_PM_s_at,RPL37A
201430_PM_s_at,DPYSL3
201431_PM_s_at,DPYSL3
201432_PM_at,CAT
201433_PM_s_at,PTDSS1
201434_PM_at,TTC1
201435_PM_s_at,EIF4E
201436_PM_at,EIF4E
201437_PM_s_at,EIF4E
201438_PM_at,COL6A3
201439_PM_at,GBF1
201440_PM_at,DDX23
201441_PM_at,COX6B1
201442_PM_s_at,ATP6AP2
201443_PM_s_at,ATP6AP2
201444_PM_s_at,ATP6AP2
201445_PM_at,CNN3
201446_PM_s_at,TIA1
201447_PM_at,TIA1
201448_PM_at,TIA1
201449_PM_at,TIA1
201450_PM_s_at,TIA1
201451_PM_x_at,RHEB
201452_PM_at,RHEB
201453_PM_x_at,RHEB
201454_PM_s_at,NPEPPS
201455_PM_s_at,NPEPPS
201456_PM_s_at,BUB3
201457_PM_x_at,BUB3
201458_PM_s_at,BUB3
201459_PM_at,RUVBL2
201460_PM_at,MAPKAPK2
201461_PM_s_at,MAPKAPK2
201462_PM_at,SCRN1
201463_PM_s_at,TALDO1
201464_PM_x_at,JUN
201465_PM_s_at,JUN
201466_PM_s_at,JUN
201467_PM_s_at,NQO1
201468_PM_s_at,NQO1
201469_PM_s_at,SHC1
201470_PM_at,GSTO1
201471_PM_s_at,SQSTM1
201472_PM_at,VBP1
201473_PM_at,JUNB
