ID,Gene Symbol
213387_PM_at,ATAD2B
213388_PM_at,PDE4DIP
213389_PM_at,ZNF592
213390_PM_at,ZC3H4
213391_PM_at,DPY19L4
213392_PM_at,IQCK
213393_PM_at,
213394_PM_at,MAPKBP1
213395_PM_at,MLC1
213396_PM_s_at,AKAP10
213397_PM_x_at,RNASE4
213398_PM_s_at,SDR39U1
213399_PM_x_at,RPN2
213400_PM_s_at,TBL1X
213401_PM_s_at,
213402_PM_at,ZNF787
213403_PM_at,
213404_PM_s_at,RHEB
213405_PM_at,RAB22A
213406_PM_at,WSB1
213407_PM_at,PHLPP2
213408_PM_s_at,PI4KA /// PI4KAP1 /// PI4KAP2
213409_PM_s_at,RHEB
213410_PM_at,C10orf137
213411_PM_at,
213412_PM_at,TJP3
213413_PM_at,STON1
213414_PM_s_at,RPS19
213415_PM_at,CLIC2
213416_PM_at,ITGA4
213417_PM_at,TBX2
213418_PM_at,HSPA6
213419_PM_at,APBB2
213420_PM_at,DHX57
213421_PM_x_at,PRSS3
213422_PM_s_at,MXRA8
213423_PM_x_at,TUSC3
213424_PM_at,KIAA0895
213425_PM_at,WNT5A
213426_PM_s_at,CAV2
213427_PM_at,RPP40
213428_PM_s_at,COL6A1
213429_PM_at,
213430_PM_at,RUFY3
213431_PM_x_at,SFI1
213432_PM_at,MUC5B
213433_PM_at,ARL3
213434_PM_at,STX2
213435_PM_at,SATB2
213436_PM_at,CNR1
213437_PM_at,RUFY3
213438_PM_at,NFASC
213439_PM_x_at,RUNDC3A
213440_PM_at,RAB1A
213441_PM_x_at,SPDEF
213442_PM_x_at,SPDEF
213443_PM_at,TRADD
213444_PM_at,ZNF862
213445_PM_at,ZC3H3
213446_PM_s_at,IQGAP1
213447_PM_at,IPW
213448_PM_at,
213449_PM_at,POP1
213450_PM_s_at,ICOSLG
213451_PM_x_at,TNXA /// TNXB
213452_PM_at,ZNF184
213453_PM_x_at,GAPDH
213454_PM_at,APITD1
213455_PM_at,FAM114A1
213456_PM_at,SOSTDC1
213457_PM_at,MFHAS1
213458_PM_at,FAM149B1
213459_PM_at,RPL37A
213460_PM_x_at,NSUN5P2
213461_PM_at,NUDT21
213462_PM_at,NPAS2
213463_PM_s_at,FAM149B1
213464_PM_at,LOC100291393 /// SHC2
213465_PM_s_at,PPP1R7
213466_PM_at,RAB40C
213467_PM_at,RND2
213468_PM_at,ERCC2
213469_PM_at,PGAP1
213470_PM_s_at,HNRNPH1
213471_PM_at,NPHP4
213472_PM_at,HNRNPH1
213473_PM_at,BRAP
213474_PM_at,KCTD7
213475_PM_s_at,ITGAL
213476_PM_x_at,TUBB3
213477_PM_x_at,EEF1A1
213478_PM_at,KAZ
213479_PM_at,NPTX2
213480_PM_at,VAMP4
213481_PM_at,S100A13
213482_PM_at,DOCK3
213483_PM_at,PPWD1
213484_PM_at,
213485_PM_s_at,ABCC10
213486_PM_at,COPG2IT1
213487_PM_at,MAP2K2
213488_PM_at,SNED1
213489_PM_at,MAPRE2
213490_PM_s_at,MAP2K2
213491_PM_x_at,RPN2
213492_PM_at,COL2A1
213493_PM_at,SNED1
213494_PM_s_at,YY1
213495_PM_s_at,
213496_PM_at,LPPR4
213497_PM_at,ABTB2
213498_PM_at,CREB3L1
213499_PM_at,CLCN2
213500_PM_at,
213501_PM_at,ACOX1
213502_PM_x_at,LOC91316
213503_PM_x_at,ANXA2
213504_PM_at,COPS6
213505_PM_s_at,SFRS14
213506_PM_at,F2RL1
213507_PM_s_at,KPNB1
213508_PM_at,C14orf147
213509_PM_x_at,CES2
213510_PM_x_at,LOC220594
213511_PM_s_at,MTMR1
213512_PM_at,C14orf79
213513_PM_x_at,ARPC2
213514_PM_s_at,DIAPH1
213515_PM_x_at,HBG1 /// HBG2
213516_PM_at,AKAP13
213517_PM_at,PCBP2
213518_PM_at,PRKCI
213519_PM_s_at,LAMA2
213520_PM_at,RECQL4
213521_PM_at,PTPN18
213522_PM_s_at,SLC16A3
213523_PM_at,CCNE1
213524_PM_s_at,G0S2
213525_PM_at,
213526_PM_s_at,LIN37
213527_PM_s_at,ZNF688
213528_PM_at,C1orf156
213529_PM_at,ZNF785
213530_PM_at,RAB3GAP1
213531_PM_s_at,RAB3GAP1
213532_PM_at,ADAM17
213533_PM_at,D4S234E /// FOXP1
213534_PM_s_at,PASK
213535_PM_s_at,UBE2I
213536_PM_s_at,UBE2I
213537_PM_at,HLA-DPA1
213538_PM_at,SON
213539_PM_at,CD3D
213540_PM_at,HSD17B8
213541_PM_s_at,ERG
213542_PM_at,ZNF710
213543_PM_at,SGCD
213544_PM_at,ING2
213545_PM_x_at,SNX3
213546_PM_at,DKFZP586I1420
213547_PM_at,CAND2
213548_PM_s_at,CDV3
213549_PM_at,PDZD8
213550_PM_s_at,TMCO6
213551_PM_x_at,PCGF2
213552_PM_at,GLCE
213553_PM_x_at,APOC1
213554_PM_s_at,CDV3
213555_PM_at,RWDD2A
213556_PM_at,LOC390940
213557_PM_at,CDK12
213558_PM_at,PCLO
213559_PM_s_at,ZNF467
213560_PM_at,GADD45B
213561_PM_at,ASF1A
213562_PM_s_at,SQLE
213563_PM_s_at,TUBGCP2
213564_PM_x_at,LDHB
213565_PM_s_at,SMAD6
213566_PM_at,RNASE6
213567_PM_at,
213568_PM_at,OSR2
213569_PM_at,
213570_PM_at,EIF4E2
213571_PM_s_at,EIF4E2
213572_PM_s_at,SERPINB1
213573_PM_at,
213574_PM_s_at,
213575_PM_at,TRA2A
213577_PM_at,SQLE
213578_PM_at,BMPR1A
213579_PM_s_at,EP300
213580_PM_at,
213581_PM_at,PDCD2
213582_PM_at,ATP11A
213583_PM_x_at,EEF1A1 /// EEF1A1P9
213584_PM_s_at,CREBZF
213585_PM_s_at,PDCD2
213586_PM_at,LOC100287600
213587_PM_s_at,ATP6V0E2
213588_PM_x_at,RPL14
213589_PM_s_at,B3GNTL1
213590_PM_at,SLC16A5
213591_PM_at,ALDH7A1
213592_PM_at,APLNR
213593_PM_s_at,TRA2A
213594_PM_x_at,SFRS13A
213595_PM_s_at,CDC42BPA
213596_PM_at,CASP4
213597_PM_s_at,CTDSPL
213598_PM_at,
213599_PM_at,OIP5
213600_PM_at,SIPA1L3
213601_PM_at,SLIT1
213602_PM_s_at,
213603_PM_s_at,RAC2
213604_PM_at,TCEB3
213605_PM_s_at,
213606_PM_s_at,ARHGDIA
213607_PM_x_at,NADK
213608_PM_s_at,SRRD
213609_PM_s_at,SEZ6L
213610_PM_s_at,KLHL23
213611_PM_at,AQP5
213612_PM_x_at,KIAA1245 /// LOC100288142 /// LOC200030 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9
213613_PM_s_at,
213614_PM_x_at,EEF1A1 /// EEF1A1P24 /// EEF1A1P9
213615_PM_at,LPCAT3
213616_PM_at,C18orf10
213617_PM_s_at,C18orf10
213618_PM_at,ARAP2
213619_PM_at,HNRNPH1
213620_PM_s_at,ICAM2
213621_PM_s_at,GUK1
213622_PM_at,COL9A2
213623_PM_at,KIF3A
213624_PM_at,SMPDL3A
213625_PM_at,ZKSCAN4
213626_PM_at,CBR4
213627_PM_at,MAGED2
213628_PM_at,CLCC1
213629_PM_x_at,MT1F
213630_PM_at,NACAD
213631_PM_x_at,DHODH
213632_PM_at,DHODH
213633_PM_at,SH3BP1
213634_PM_s_at,TRMU
213635_PM_s_at,SAFB
213636_PM_at,KIAA1045
213637_PM_at,DDX52
213638_PM_at,PHACTR1
213639_PM_s_at,ZNF500
213640_PM_s_at,LOX
213641_PM_at,ZNF500
213642_PM_at,
213643_PM_s_at,INPP5B
213644_PM_at,CCDC46
213645_PM_at,ENOSF1
213646_PM_x_at,TUBA1B
213647_PM_at,DNA2
213648_PM_at,EXOSC7
213649_PM_at,SFRS7
213650_PM_at,GOLGA8A /// GOLGA8B
213651_PM_at,INPP5J
213652_PM_at,PCSK5
213653_PM_at,METTL3
213654_PM_at,TAF5L
213655_PM_at,YWHAE
213656_PM_s_at,KLC1
213657_PM_s_at,
213658_PM_at,
213659_PM_at,ZNF75D
213660_PM_s_at,TOP3B
213661_PM_at,PAMR1
213662_PM_at,LOC100288944
213663_PM_s_at,LOC100288944
213664_PM_at,SLC1A1
213665_PM_at,SOX4
213666_PM_at,Sep-06
213667_PM_at,SRCAP
213668_PM_s_at,SOX4
213669_PM_at,FCHO1
213670_PM_x_at,NSUN5P1
213671_PM_s_at,MARS
213672_PM_at,MARS
213673_PM_x_at,LOC100287008
213674_PM_x_at,IGHG1
213675_PM_at,
213676_PM_at,TMEM151B
213677_PM_s_at,PMS1
213678_PM_at,TMEM151B
213679_PM_at,TTC30A
213680_PM_at,KRT6B
213681_PM_at,CYHR1
213682_PM_at,NUP50
213683_PM_at,ACSL6
213684_PM_s_at,PDLIM5
213685_PM_at,
213686_PM_at,
213687_PM_s_at,RPL35A
213688_PM_at,CALM1
213689_PM_x_at,FAM69A
213690_PM_s_at,
213691_PM_at,
213692_PM_s_at,VDR
213693_PM_s_at,MUC1
213694_PM_at,RSBN1
213695_PM_at,PON3
213696_PM_s_at,MED8
213697_PM_at,HIPK3
213698_PM_at,ZMYM6
213699_PM_s_at,YWHAQ
213700_PM_s_at,
213701_PM_at,C12orf29
213702_PM_x_at,ASAH1
213703_PM_at,LOC150759
213704_PM_at,RABGGTB
213705_PM_at,
213706_PM_at,GPD1
213707_PM_s_at,DLX5
213708_PM_s_at,MLX
213709_PM_at,BHLHB9
213710_PM_s_at,CALM1
213711_PM_at,KRT81
213712_PM_at,ELOVL2
213713_PM_s_at,GLB1L2
213714_PM_at,CACNB2
213715_PM_s_at,KANK3
213716_PM_s_at,SECTM1
213717_PM_at,LDB3
213718_PM_at,RBM4
213719_PM_s_at,LOC100287659
213720_PM_s_at,SMARCA4
213721_PM_at,SOX2
213722_PM_at,SOX2
213723_PM_s_at,IDUA
213724_PM_s_at,PDK2
213725_PM_x_at,XYLT1
213726_PM_x_at,TUBB2C
213727_PM_x_at,MPPE1
213728_PM_at,LAMP1
213729_PM_at,PRPF40A
213730_PM_x_at,TCF3
213731_PM_s_at,
213732_PM_at,
213733_PM_at,MYO1F
213734_PM_at,WSB2
213735_PM_s_at,COX5B
213736_PM_at,COX5B
213737_PM_x_at,LOC728498
213738_PM_s_at,ATP5A1
213739_PM_at,
213740_PM_s_at,LOC399904
213741_PM_s_at,KPNA1
213742_PM_at,SFRS11
213743_PM_at,CCNT2
213744_PM_at,ATRNL1
213745_PM_at,ATRNL1
213746_PM_s_at,FLNA
213747_PM_at,
213748_PM_at,TRIM66
213749_PM_at,MASP1
213750_PM_at,RSL1D1
213751_PM_at,LRRC68
213752_PM_at,KAZ
213753_PM_x_at,EIF5A
213754_PM_s_at,LOC645139 /// PAIP1
213755_PM_s_at,SKI
213756_PM_s_at,HSF1
213757_PM_at,EIF5A
213758_PM_at,COX4I1
213759_PM_at,
213760_PM_s_at,ZNF330
213761_PM_at,MDM1
213762_PM_x_at,RBMX
213763_PM_at,HIPK2
213764_PM_s_at,MFAP5
213765_PM_at,MFAP5
213766_PM_x_at,GNA11
213767_PM_at,KSR1
213768_PM_s_at,ASCL1
213769_PM_at,KSR1
213770_PM_at,KSR1
213771_PM_at,IRF2BP1
213772_PM_s_at,GGA2
213773_PM_x_at,NSUN5
213774_PM_s_at,
213775_PM_x_at,ZNF638
213776_PM_at,LOC157562
213777_PM_s_at,
213778_PM_x_at,ZNF276
213779_PM_at,EMID1
213780_PM_at,TCHH
213781_PM_at,LRRC68
213782_PM_s_at,MYOZ2
213783_PM_at,MFNG
213784_PM_at,IFT27
213785_PM_at,IPO9
213786_PM_at,TAX1BP1
213787_PM_s_at,EBP
213788_PM_s_at,NCRNA00094
213789_PM_at,LOC100292959
213790_PM_at,ADAM12
213791_PM_at,PENK
213792_PM_s_at,INSR
213793_PM_s_at,HOMER1
213794_PM_s_at,NGDN
213795_PM_s_at,PTPRA
213796_PM_at,SPRR1A
213797_PM_at,RSAD2
213798_PM_s_at,CAP1
213799_PM_s_at,PTPRA
213800_PM_at,CFH
213801_PM_x_at,RPSA
213802_PM_at,
213803_PM_at,KPNB1
213804_PM_at,INPP5B
213805_PM_at,ABHD5
213806_PM_at,PURA
213807_PM_x_at,MET
213808_PM_at,
213809_PM_x_at,
213810_PM_s_at,LOC100286972
213811_PM_x_at,TCF3
213812_PM_s_at,CAMKK2
213813_PM_x_at,
213814_PM_s_at,SNTB2
213815_PM_x_at,C19orf29
213816_PM_s_at,MET
213817_PM_at,IRAK3
213818_PM_x_at,TMEM223
213819_PM_s_at,FLOT1
213820_PM_s_at,STARD5
213821_PM_s_at,IDS
213822_PM_s_at,UBE3B
213823_PM_at,HOXA11
213824_PM_at,OLIG2
213825_PM_at,OLIG2
213826_PM_s_at,LOC100133109
213827_PM_at,ARHGAP33
213828_PM_x_at,H3F3A /// LOC440926
213829_PM_x_at,RTEL1
213830_PM_at,TRD@
213831_PM_at,HLA-DQA1
213832_PM_at,KCND3
213833_PM_x_at,NOP16
213834_PM_at,IQSEC3
213835_PM_x_at,GTPBP3
213836_PM_s_at,WIPI1
213837_PM_at,L3MBTL
213838_PM_at,NOL7
213839_PM_at,CLMN
213840_PM_s_at,MRPS12
213841_PM_at,
213842_PM_x_at,NSUN5P2
213843_PM_x_at,SLC6A8
213844_PM_at,HOXA5
213845_PM_at,GRIK2
213846_PM_at,COX7C
213847_PM_at,PRPH
213848_PM_at,DUSP7
213849_PM_s_at,PPP2R2B
213850_PM_s_at,SFRS2IP
213851_PM_at,TMEM110
213852_PM_at,RBM8A
213853_PM_at,DNAJC24
213854_PM_at,SYNGR1
213855_PM_s_at,LIPE
213856_PM_at,CD47
213857_PM_s_at,CD47
213858_PM_at,ZNF250
213859_PM_x_at,SMARCA5
213860_PM_x_at,CSNK1A1
213861_PM_s_at,FAM119B
213862_PM_at,PNPLA2
213863_PM_s_at,OAZ3
213864_PM_s_at,NAP1L1
213865_PM_at,DCBLD2
213866_PM_at,SAMD14
213867_PM_x_at,ACTB
213868_PM_s_at,DHRS7
213869_PM_x_at,THY1
213870_PM_at,COL11A2
213871_PM_s_at,C6orf108
213872_PM_at,C6orf62
213873_PM_at,
213874_PM_at,SERPINA4
213875_PM_x_at,C6orf62
213876_PM_x_at,ZRSR2
213877_PM_x_at,TCEB2
213878_PM_at,PYROXD1
213879_PM_at,
213880_PM_at,LGR5
213881_PM_x_at,SUMO2
213882_PM_at,TM2D1
213883_PM_s_at,TM2D1
213884_PM_s_at,TRIM3
213885_PM_at,TRIM3
213887_PM_s_at,POLR2E
213888_PM_s_at,TRAF3IP3
213889_PM_at,
213890_PM_x_at,RPS16
213891_PM_s_at,TCF4
213892_PM_s_at,APRT
213893_PM_x_at,LOC441259 /// PMS2L1 /// PMS2L14 /// PMS2L2 /// PMS2L5
213894_PM_at,THSD7A
213895_PM_at,EMP1
213896_PM_x_at,FAM149B1
213897_PM_s_at,MRPL23
213898_PM_at,RBM9
213899_PM_at,METAP2
213900_PM_at,FAM189A2
213901_PM_x_at,RBM9
213902_PM_at,ASAH1
213903_PM_s_at,RQCD1
213904_PM_at,
213905_PM_x_at,BGN
213906_PM_at,MYBL1
213907_PM_at,EEF1E1
213908_PM_at,WHAMML1 /// WHAMML2
213909_PM_at,LRRC15
213910_PM_at,IGFBP7
213911_PM_s_at,H2AFZ
213912_PM_at,TBC1D30
213913_PM_s_at,TBC1D30
213914_PM_s_at,SPTBN1
213915_PM_at,NKG7
213916_PM_at,ZNF20 /// ZNF625
213917_PM_at,PAX8
213918_PM_s_at,NIPBL
213919_PM_at,DNAJC4
213920_PM_at,CUX2
213921_PM_at,SST
213922_PM_at,TTBK2
213923_PM_at,RAP2B
213924_PM_at,MPPE1
213925_PM_at,C1orf95
213926_PM_s_at,AGFG1
213927_PM_at,MAP3K9
213928_PM_s_at,AGFG1
213929_PM_at,EXPH5
213930_PM_at,ATG12
213931_PM_at,ID2 /// ID2B
213932_PM_x_at,HLA-A
213933_PM_at,PTGER3
213934_PM_s_at,ZNF23
213935_PM_at,ABHD5
213936_PM_x_at,SFTPB
213937_PM_s_at,FTSJ1
213938_PM_at,ERC2
213939_PM_s_at,RUFY3
213940_PM_s_at,FNBP1
213941_PM_x_at,RPS7
213942_PM_at,MEGF6
213943_PM_at,TWIST1
213944_PM_x_at,GNA11
213945_PM_s_at,
213946_PM_s_at,OBSL1
213947_PM_s_at,NUP210
213948_PM_x_at,CADM3
213949_PM_s_at,DOHH
213950_PM_s_at,
213951_PM_s_at,PSMC3IP
213952_PM_s_at,ALOX5
213953_PM_at,KRT20
213954_PM_at,FAM169A
213955_PM_at,MYOZ3
213956_PM_at,CEP350
213957_PM_s_at,CEP350
213958_PM_at,CD6
213959_PM_s_at,RPGRIP1L
213960_PM_at,NTRK3
213961_PM_s_at,
213962_PM_s_at,ANKLE2
213963_PM_s_at,SAP30
213964_PM_x_at,
213965_PM_s_at,CHD5
213966_PM_at,HMG20B
213967_PM_at,RALYL
213968_PM_at,
213969_PM_x_at,RPL29
213970_PM_at,RABL3
213971_PM_s_at,SUZ12 /// SUZ12P
213972_PM_at,
213973_PM_at,RRBP1
213974_PM_at,ADAMTSL3
213975_PM_s_at,LYZ
213976_PM_at,CIZ1
213977_PM_s_at,CIZ1
213978_PM_at,MTSS1L
213979_PM_s_at,
213980_PM_s_at,CTBP1
213981_PM_at,COMT
213982_PM_s_at,RABGAP1L
213983_PM_s_at,PDS5A
213984_PM_at,PDS5A
213985_PM_s_at,C19orf6
213986_PM_s_at,C19orf6
213987_PM_s_at,CDK13
213988_PM_s_at,SAT1
213989_PM_x_at,SETD4
213990_PM_s_at,PAK7
213991_PM_s_at,HS3ST1
213992_PM_at,COL4A6
213993_PM_at,SPON1
213994_PM_s_at,SPON1
213995_PM_at,ATP5S
213996_PM_at,YPEL1
213997_PM_at,FAM189A1
213998_PM_s_at,DDX17
213999_PM_at,YIPF4
214000_PM_s_at,RGS10
214001_PM_x_at,
214002_PM_at,MYL6
214003_PM_x_at,RPS20
214004_PM_s_at,VGLL4
214005_PM_at,GGCX
214006_PM_s_at,GGCX
214007_PM_s_at,TWF1
214008_PM_at,TWF1
214009_PM_at,MSL3
214010_PM_s_at,ATP9B
214011_PM_s_at,NOP16
214012_PM_at,ERAP1
214013_PM_s_at,TBC1D1
214014_PM_at,CDC42EP2
214015_PM_at,SOCS7
214016_PM_s_at,SFPQ
214017_PM_s_at,DHX34
214018_PM_at,GRIP1
214019_PM_at,
214020_PM_x_at,ITGB5
214021_PM_x_at,ITGB5
214022_PM_s_at,IFITM1
214023_PM_x_at,TUBB2B
214024_PM_s_at,DGCR6L
214025_PM_at,DDX28
214026_PM_s_at,
214027_PM_x_at,DES /// FAM48A
214028_PM_x_at,TDRD3
214029_PM_at,SLC25A42
214030_PM_at,CRYBG3
214031_PM_s_at,KRT7
214032_PM_at,ZAP70
214033_PM_at,ABCC6 /// ABCC6P2
214034_PM_at,ERAP1
214035_PM_x_at,LOC100288442 /// LOC339047 /// LOC399491
214036_PM_at,EFNA5
214037_PM_s_at,CCDC22
214038_PM_at,CCL8
214039_PM_s_at,LAPTM4B
214040_PM_s_at,GSN
214041_PM_x_at,RPL37A
214042_PM_s_at,RPL22
214043_PM_at,PTPRD
214044_PM_at,RYR2
214045_PM_at,LIAS
214046_PM_at,FUT9
214047_PM_s_at,MBD4
214048_PM_at,MBD4
214049_PM_x_at,CD7
214050_PM_at,
214051_PM_at,TMSB15B
214052_PM_x_at,BAT2L2
214053_PM_at,ERBB4
214054_PM_at,DOK2
214055_PM_x_at,BAT2L2
214056_PM_at,
214057_PM_at,
214058_PM_at,MYCL1
214059_PM_at,IFI44
214060_PM_at,SSBP1
214061_PM_at,WDR67
214062_PM_x_at,NFKBIB
214063_PM_s_at,TF
214064_PM_at,TF
214065_PM_s_at,CIB2
214066_PM_x_at,NPR2
214067_PM_at,C16orf42
214068_PM_at,BEAN
214069_PM_at,ACSM2A /// ACSM2B /// LOC100291873
214070_PM_s_at,ATP10B
214071_PM_at,GNAL
214072_PM_x_at,LOC100287008
214073_PM_at,CTTN
214074_PM_s_at,CTTN
214075_PM_at,NENF
214076_PM_at,GFOD2
214077_PM_x_at,MEIS3P1
214078_PM_at,
214079_PM_at,DHRS2
214080_PM_x_at,PRKCSH
214081_PM_at,PLXDC1
214082_PM_at,CA5B
214083_PM_at,PPP2R5C
214084_PM_x_at,LOC100289727 /// NCF1 /// NCF1B /// NCF1C
214085_PM_x_at,GLIPR1
214086_PM_s_at,PARP2
214087_PM_s_at,MYBPC1
214088_PM_s_at,FUT3
214089_PM_at,RPS8 /// RPS8P8
214090_PM_at,PAWR
214091_PM_s_at,GPX3
214092_PM_x_at,SFRS14
214093_PM_s_at,FUBP1
214094_PM_at,FUBP1
214095_PM_at,SHMT2
214096_PM_s_at,SHMT2
214097_PM_at,RPS21
214098_PM_at,KIAA1107
214099_PM_s_at,PDE4DIP
214100_PM_x_at,NSUN5P1
214101_PM_s_at,NPEPPS
214102_PM_at,ARAP2
214103_PM_s_at,RAP2A
214104_PM_at,GPR161
214105_PM_at,
214106_PM_s_at,GMDS
214107_PM_x_at,LOC440434
214108_PM_at,MAX
214109_PM_at,LRBA
214110_PM_s_at,
214111_PM_at,OPCML
214112_PM_s_at,CXorf40A /// CXorf40B
214113_PM_s_at,RBM8A
214114_PM_x_at,FASTK
214115_PM_at,VAMP5
214116_PM_at,
214117_PM_s_at,BTD
214118_PM_x_at,PCM1
214119_PM_s_at,FKBP1A
214120_PM_at,RFPL1S
214121_PM_x_at,PDLIM7
214122_PM_at,PDLIM7
214123_PM_s_at,C4orf10
214124_PM_x_at,FGFR1OP
214125_PM_s_at,LOC100287008
214126_PM_at,
214127_PM_s_at,SRRT
214128_PM_at,DAGLA
214129_PM_at,LOC727927 /// PDE4DIP
214130_PM_s_at,PDE4DIP
214131_PM_at,CYorf15B
214132_PM_at,ATP5C1
214133_PM_at,MUC6
214134_PM_at,C2orf55
214135_PM_at,CLDN18
214136_PM_at,NUDT13
214137_PM_at,PTPRJ
214138_PM_at,ZNF79
214139_PM_at,ARID4B
214140_PM_at,SLC25A16
214141_PM_x_at,SFRS7
214142_PM_at,ZG16
214143_PM_x_at,RPL24
214144_PM_at,POLR2D
214145_PM_s_at,SPTB
214146_PM_s_at,PPBP
214147_PM_at,C1orf175
214148_PM_at,
214149_PM_s_at,ATP6V0E1
214150_PM_x_at,ATP6V0E1
214151_PM_s_at,CCPG1
214152_PM_at,CCPG1
214153_PM_at,ELOVL5
214154_PM_s_at,PKP2
214155_PM_s_at,LARP4
214156_PM_at,MYRIP
214157_PM_at,GNAS
214158_PM_s_at,PRDM10
214159_PM_at,PLCE1
214160_PM_at,
214161_PM_at,OSGIN2
214162_PM_at,LOC284244
214163_PM_at,HSPB11
214164_PM_x_at,CA12
214165_PM_s_at,HS6ST1
214166_PM_at,SDHB
214167_PM_s_at,RPLP0 /// RPLP0P6
214168_PM_s_at,TJP1
214169_PM_at,
214170_PM_x_at,FH
214171_PM_s_at,U2AF2
214172_PM_x_at,RYK
214173_PM_x_at,C19orf2
214174_PM_s_at,PDLIM4
214175_PM_x_at,PDLIM4
214176_PM_s_at,PBXIP1
214177_PM_s_at,PBXIP1
214178_PM_s_at,SOX2
214179_PM_s_at,NFE2L1
214180_PM_at,MAN1C1
214181_PM_x_at,LST1
214182_PM_at,
214183_PM_s_at,TKTL1
214184_PM_at,NPFF
214185_PM_at,KHDRBS1
214186_PM_s_at,HCG26
214187_PM_x_at,CTDSPL
214188_PM_at,HEXIM1
214189_PM_s_at,LOC100288178
214190_PM_x_at,GGA2
214191_PM_at,ICA1
214192_PM_at,NUP88
214193_PM_s_at,C1orf107
214194_PM_at,DIS3
214195_PM_at,TPP1
214196_PM_s_at,TPP1
214197_PM_s_at,SETDB1
214198_PM_s_at,DGCR2
214199_PM_at,SFTPD
214200_PM_s_at,COL6A1
214201_PM_x_at,BAT2
214202_PM_at,
214203_PM_s_at,PRODH
214204_PM_at,PACRG
214205_PM_x_at,GLRX3
214206_PM_at,PPIL6
214207_PM_s_at,CARD10
214208_PM_at,KLHL35
214209_PM_s_at,ABCB9
214210_PM_at,SLC25A17
214211_PM_at,FTH1
214212_PM_x_at,FERMT2
214213_PM_x_at,LMNA
214214_PM_s_at,C1QBP
214215_PM_s_at,LARP4B
214216_PM_s_at,LARP4B
214217_PM_at,GRM5
214218_PM_s_at,XIST
214219_PM_x_at,MAP4K1
214220_PM_s_at,ALMS1
214221_PM_at,ALMS1
214222_PM_at,DNAH7
214223_PM_at,
214224_PM_s_at,PIN4
214225_PM_at,PIN4
214226_PM_at,PRSS53
214227_PM_at,
214228_PM_x_at,TNFRSF4
214229_PM_at,DNAH17
214230_PM_at,CDC42
214231_PM_s_at,KIAA0564
214232_PM_at,
214233_PM_at,LOC100288178
214234_PM_s_at,CYP3A5
214235_PM_at,CYP3A5
214236_PM_at,LOC100286895
214237_PM_x_at,PAWR
214238_PM_at,
214239_PM_x_at,PCGF2
214240_PM_at,GAL
214241_PM_at,NDUFB8
214242_PM_at,MAN1A2
214243_PM_s_at,SERHL /// SERHL2
214244_PM_s_at,ATP6V0E1
214245_PM_at,RPS14
214246_PM_x_at,MINK1
214247_PM_s_at,DKK3
214248_PM_s_at,TRIM2
214249_PM_at,TRIM2
214250_PM_at,NUMA1
214251_PM_s_at,NUMA1
214252_PM_s_at,CLN5
214253_PM_s_at,DTNB
214254_PM_at,MAGEA4
214255_PM_at,ATP10A
214256_PM_at,ATP10A
214257_PM_s_at,SEC22B
214258_PM_x_at,KAT5
214259_PM_s_at,AKR7A2
214260_PM_at,COPS8
214261_PM_s_at,ADH6
214262_PM_at,TRIP6
214263_PM_x_at,POLR2C
214264_PM_s_at,C14orf143
214265_PM_at,ITGA8
214266_PM_s_at,PDLIM7
214267_PM_s_at,CADM4
214268_PM_s_at,MTMR4
214269_PM_at,MFSD7
214270_PM_s_at,MAPRE3
214271_PM_x_at,RPL12
214272_PM_at,CYLD
214273_PM_x_at,NPRL3
214274_PM_s_at,ACAA1
214275_PM_at,MED12
214276_PM_at,KLF12
214277_PM_at,COX11
214278_PM_s_at,NDRG2
214279_PM_s_at,NDRG2
214280_PM_x_at,HNRNPA1
214281_PM_s_at,RCHY1
214282_PM_at,
214283_PM_at,TMEM97
214284_PM_s_at,FGF18
214285_PM_at,FABP3
214286_PM_at,GNAT1
214287_PM_s_at,CDK13
214288_PM_s_at,PSMB1
214289_PM_at,PSMB1
214290_PM_s_at,HIST2H2AA3 /// HIST2H2AA4
214291_PM_at,LOC729046 /// RPL17
214292_PM_at,ITGB4
214293_PM_at,Sep-11
214294_PM_at,KIAA0485
214295_PM_at,KIAA0485
214296_PM_x_at,C19orf36
214297_PM_at,CSPG4
214298_PM_x_at,Sep-06
214299_PM_at,TOP3A
214300_PM_s_at,TOP3A
214301_PM_s_at,DPYSL4
214302_PM_x_at,GJC2
214303_PM_x_at,MUC5AC
214304_PM_x_at,SYNM
214305_PM_s_at,SF3B1
214306_PM_at,OPA1
214307_PM_at,HGD
214308_PM_s_at,HGD
214309_PM_s_at,
214310_PM_s_at,ZFPL1
214311_PM_at,ZFPL1
214312_PM_at,FOXA2
214313_PM_s_at,EIF5B
214314_PM_s_at,EIF5B
214315_PM_x_at,CALR
214316_PM_x_at,
214317_PM_x_at,RPS9
214318_PM_s_at,FRY
214319_PM_at,FRY
214320_PM_x_at,CYP2A6
214321_PM_at,NOV
214322_PM_at,CAMK2G
214323_PM_s_at,UPF3A
214324_PM_at,GP2
214325_PM_at,GP2
214326_PM_x_at,JUND
214327_PM_x_at,TPT1
214328_PM_s_at,HSP90AA1
214329_PM_x_at,TNFSF10
